"first_name","last_name","hire_date"
"King","Demri","05-30-1986"
"Volkmar","Przulj","03-14-1986"
"Juichirou","Theuretzbacher","02-22-1986"
"Caolyn","Isaak","10-02-1986"
"Luise","Merle","11-17-1986"
"Khedija","Waeselynck","04-07-1986"
"Olivera","Seghrouchni","08-13-1986"
"Doohun","Sgarro","06-30-1986"
"Rance","Rajaraman","05-29-1986"
"Martien","Gronowski","10-18-1986"
"Gift","Zschoche","01-24-1986"
"Nahum","Bakhtari","02-27-1986"
"Abdelwaheb","Ponthieu","07-03-1986"
"Feipei","Hofman","03-18-1986"
"Munir","Montresor","12-19-1986"
"Malu","Encarnacion","03-04-1986"
"Theirry","Luff","08-05-1986"
"Angel","Fontan","04-27-1986"
"Ulises","Cheshire","04-23-1986"
"Martijn","Gyimothy","05-30-1986"
"Oldrich","Joslin","02-16-1986"
"Jaana","Hiraishi","11-12-1986"
"Emdad","Moffat","07-05-1986"
"Cullen","Klerer","12-24-1986"
"Rance","Picel","07-01-1986"
"Isaac","Zirintsis","12-16-1986"
"Jessie","Sigstam","03-19-1986"
"Tokuyasu","Heuter","07-17-1986"
"Godehard","Haraldson","09-29-1986"
"Houman","Maginnis","11-07-1986"
"Rayond","Rodier","02-26-1986"
"Nidapan","Gniady","07-24-1986"
"Manton","Preusig","10-14-1986"
"Satosi","Marakhovsky","12-19-1986"
"Hidefumi","Renear","09-03-1986"
"Chinhyun","Koprowski","02-19-1986"
"Arvin","Steinauer","12-29-1986"
"Sanjai","Pena","04-13-1986"
"Adib","Zeidenstein","12-24-1986"
"Yuuichi","Terlouw","11-15-1986"
"Dung","Fetvedt","06-19-1986"
"Fei","Rabejac","05-28-1986"
"Olivera","Cannard","08-11-1986"
"Jeane","Hasenauer","03-07-1986"
"Leah","Alpay","01-03-1986"
"Boguslaw","Luft","05-13-1986"
"Randi","Wynblatt","06-02-1986"
"Mandell","Zucker","05-24-1986"
"Yuqun","Lanzelotte","09-11-1986"
"Xiadong","Kamble","08-14-1986"
"Chinhyun","Manders","10-11-1986"
"Jingling","Kisuki","05-15-1986"
"Luerbio","Luce","03-20-1986"
"Ramachenga","Hanabata","02-21-1986"
"Thanasis","Knightly","06-15-1986"
"Fuqing","Hiroyama","01-30-1986"
"Sahrah","Bahr","12-29-1986"
"Susanne","Kugler","03-11-1986"
"Trygve","Honglei","03-17-1986"
"Kwee","Salverda","08-01-1986"
"Ziva","Manders","11-25-1986"
"Ingemar","Shumilov","09-06-1986"
"Leucio","Ghandeharizadeh","05-20-1986"
"Shahab","Gelosh","02-11-1986"
"Jianhui","Cincotta","01-05-1986"
"Jinpo","Milicia","03-29-1986"
"Leni","Schreiter","05-16-1986"
"Rimli","Sidje","01-31-1986"
"Panayotis","Henders","12-28-1986"
"Xudong","Valiente","10-21-1986"
"Marek","Rohrbach","07-12-1986"
"Mingsen","Felder","04-11-1986"
"Carrsten","Sidje","02-02-1986"
"Tomoyuki","Hiltgen","02-26-1986"
"Barton","Berztiss","06-13-1986"
"Selwyn","Marquardt","09-11-1986"
"Adly","Azevdeo","07-03-1986"
"Sanjit","Nanard","10-26-1986"
"Xuejia","Roohalamini","02-22-1986"
"Maha","Ritzmann","06-02-1986"
"Sarita","Fendler","12-06-1986"
"Alagu","Olano","03-28-1986"
"Florian","Haddadi","06-14-1986"
"Faiza","Bahi","03-28-1986"
"Jingling","Puppe","05-04-1986"
"Radhika","Zobel","07-29-1986"
"Jianhui","Herber","08-09-1986"
"Zongyan","Lores","09-15-1986"
"Miomir","Muniz","06-27-1986"
"Junsik","Selenyi","01-08-1986"
"Hailing","Yurek","02-11-1986"
"Xiaoshan","Krupka","07-08-1986"
"Kamran","Feldhoffer","06-01-1986"
"Kwok","Ferriere","04-10-1986"
"Randy","Dratva","03-11-1986"
"Rayond","Naudin","09-26-1986"
"Arra","Snyers","04-05-1986"
"Nigel","Portugali","09-18-1986"
"Toshiko","Lortz","02-24-1986"
"Zejun","Speer","11-23-1986"
"Danae","Baja","08-12-1986"
"Heng","Joslin","09-01-1986"
"Masami","Teitelbaum","12-19-1986"
"Takahira","Gargeya","06-30-1986"
"Geoffrey","Prochazka","10-22-1986"
"Mihalis","Heinisuo","08-03-1986"
"Zongyan","Gluchowski","02-21-1986"
"Ulises","Loncour","06-08-1986"
"Fayez","Botman","01-22-1986"
"Masaru","Antonakopoulos","09-24-1986"
"Pranas","Baek","01-01-1986"
"Hairong","Rosin","01-11-1986"
"Neelam","Milicia","04-26-1986"
"Jaques","Gecsel","02-21-1986"
"Yuuichi","Fontet","03-27-1986"
"Giao","Brookman","06-13-1986"
"Serenella","Walstra","12-07-1986"
"Bingning","Kadhim","09-05-1986"
"Nevin","Servi","05-13-1986"
"Joydip","Krybus","05-18-1986"
"Falguni","Mitsuhashi","06-22-1986"
"Gio","Sifakis","10-31-1986"
"Sachem","Garnick","12-09-1986"
"Xiaoshan","Speek","08-17-1986"
"Toshimori","Tokunaga","06-23-1986"
"Sumant","Makinen","07-07-1986"
"Macha","Bahl","02-27-1986"
"Rildo","Lodder","12-02-1986"
"Xiaoheng","Reghbati","11-01-1986"
"Xiaoshan","Stemann","01-25-1986"
"Jongsuk","Horswill","05-17-1986"
"Snehasis","Diderrich","06-17-1986"
"Morrie","Vernadat","01-06-1986"
"Amalendu","Poupard","06-23-1986"
"Oddvar","Hitomi","08-21-1986"
"Chuanyi","DasSarma","02-08-1986"
"Denis","Raczkowsky","02-13-1986"
"Elzbieta","Matzov","06-14-1986"
"Yefim","Doering","03-13-1986"
"Marek","Kavanagh","08-17-1986"
"Hironoby","Nivat","06-26-1986"
"Ibibia","Ghelli","09-15-1986"
"Leaf","Janetzko","09-15-1986"
"Eberhardt","Merlo","12-16-1986"
"Sedat","Conia","04-12-1986"
"Oldrich","Erva","08-05-1986"
"Caolyn","Staelin","09-10-1986"
"Mamdouh","Smailagic","07-25-1986"
"Guiseppe","Butner","07-17-1986"
"Martien","Alpay","11-08-1986"
"Hsiangchu","Tomescu","12-10-1986"
"Ymte","Potthoff","07-11-1986"
"Yuchang","Matzke","10-12-1986"
"Vugranam","DiGiano","11-11-1986"
"Leif","Brookner","04-14-1986"
"Idoia","Benantar","11-28-1986"
"Florian","Herber","12-15-1986"
"Masasuke","Tetzlaff","01-04-1986"
"Shahab","Wissmann","02-25-1986"
"Mostafa","Danlos","09-12-1986"
"Jaroslava","Vilarrasa","10-09-1986"
"Tsutomu","Delaune","05-20-1986"
"Sumant","Hoogerwoord","05-24-1986"
"Vitaly","Sudkamp","05-17-1986"
"Arnould","Stafford","03-25-1986"
"Jeanna","Aumann","05-22-1986"
"Tsutomu","Luders","02-16-1986"
"Urs","Antonisse","11-19-1986"
"Masaki","Kalloufi","05-13-1986"
"Cedric","Rosar","03-28-1986"
"Candida","Jervis","04-05-1986"
"Gor","Pargaonkar","05-31-1986"
"Rimon","Gini","08-30-1986"
"Fox","Thambidurai","05-21-1986"
"Fumiyo","Anick","04-18-1986"
"Hirochika","Vural","02-01-1986"
"Eldridge","Demeyer","08-06-1986"
"Jiafu","Uhrik","10-30-1986"
"Tetsushi","Shigei","05-11-1986"
"Feiyu","Anick","05-23-1986"
"JiYoung","McFarlin","09-02-1986"
"Masasuke","Heyers","04-28-1986"
"Christoper","Chinen","05-13-1986"
"Tayeb","Smailagic","11-24-1986"
"Kwangsub","Krohn","05-24-1986"
"Jouni","Karcich","05-08-1986"
"Barun","Rubsam","07-29-1986"
"Krisda","Brendel","01-30-1986"
"Parke","Masada","06-30-1986"
"Nikolaos","Garnier","06-14-1986"
"Claude","Ullian","04-09-1986"
"Kiyotoshi","Cools","07-26-1986"
"Bernd","Christ","12-06-1986"
"Shaz","Kirkerud","05-22-1986"
"Vincent","Boreale","04-16-1986"
"Khalil","Wielonsky","08-03-1986"
"Boalin","Muntz","03-04-1986"
"Saddek","Bardell","06-22-1986"
"Kwangsub","Wroclawski","04-10-1986"
"Sajjad","Zuberek","03-06-1986"
"Oldrich","Falster","05-04-1986"
"Nahum","Gronowski","02-17-1986"
"Susanta","Lung","07-13-1986"
"Odoardo","Mitzlaff","01-09-1986"
"Bouchung","Oaver","09-27-1986"
"Arto","Demke","01-05-1986"
"Toong","Talmon","02-08-1986"
"Masato","Milicia","04-03-1986"
"Paloma","Figueira","01-26-1986"
"Weidon","Grabner","11-12-1986"
"Gaurav","Solares","06-20-1986"
"Tokuyasu","Zirintsis","05-02-1986"
"Vasilii","Nittel","11-24-1986"
"Shay","Conde","07-14-1986"
"Boriana","Foong","04-27-1986"
"Gaetan","Ambroszkiewicz","02-07-1986"
"Hatem","Yetto","03-11-1986"
"Urs","Gargeya","05-14-1986"
"Ramya","Porenta","02-15-1986"
"Pramod","Honglei","12-26-1986"
"Sanjay","Masada","12-21-1986"
"Kersti","Stassinopoulos","05-14-1986"
"Sven","Fontet","01-09-1986"
"Honesty","Kruskal","06-18-1986"
"Krisda","Krybus","09-02-1986"
"Ranan","Azevdeo","07-19-1986"
"Hilary","Lamba","10-31-1986"
"Shaibal","Walston","05-04-1986"
"Lillian","Fortenbacher","03-11-1986"
"Hironoby","Cooman","06-03-1986"
"Poornachandra","Engberts","01-10-1986"
"Danny","Jullig","08-21-1986"
"Gregory","Jayawardene","07-03-1986"
"Marko","Dulay","09-01-1986"
"Mario","Castellani","01-09-1986"
"Garnet","Brender","01-24-1986"
"Aiichiro","Erez","02-20-1986"
"Aiichiro","Szilard","03-08-1986"
"Hilari","Morton","07-15-1986"
"Soenke","Syrzycki","01-03-1986"
"Martijn","Bouloucos","02-21-1986"
"Doohun","Karunanithi","05-28-1986"
"Francoise","Wynblatt","07-01-1986"
"Rosine","Roisin","09-30-1986"
"Sangeeta","Kolvik","06-03-1986"
"Yoshinari","Speel","01-19-1986"
"Jordanka","Serna","07-14-1986"
"Feipei","Itzfeldt","12-25-1986"
"Jouko","Hellwagner","01-15-1986"
"Toshiki","Prochazka","02-13-1986"
"Branimir","Pavlopoulou","03-03-1986"
"Sanjeeva","Greenaway","06-02-1986"
"Shem","Range","01-08-1986"
"Margareta","Bael","04-28-1986"
"Aluzio","Poehlman","04-05-1986"
"IEEE","Schusler","02-04-1986"
"Kristof","Iisaka","11-20-1986"
"Yuqun","Panwar","02-13-1986"
"Arunachalam","Conte","11-18-1986"
"Yonghong","Dichev","10-13-1986"
"Soenke","Demir","02-22-1986"
"Sariel","Mahnke","02-23-1986"
"Yuping","Plotkin","07-29-1986"
"Martijn","Miyakawa","06-19-1986"
"Lakshmi","Shrader","07-26-1986"
"Atilio","Gornas","10-12-1986"
"Ranan","Mandelberg","05-12-1986"
"Changho","Garnick","02-11-1986"
"Kellie","Sherertz","12-16-1986"
"TRUE","Kusalik","04-27-1986"
"Jiakeng","Vilarrasa","02-11-1986"
"Subhrajyoti","Denna","12-02-1986"
"Ult","Itzfeldt","07-15-1986"
"Shalesh","McDermid","10-03-1986"
"Karoline","Schiper","06-19-1986"
"Sandeepan","Hiyoshi","11-24-1986"
"Masadi","Engberts","01-27-1986"
"Tesuya","Kropf","09-12-1986"
"Kannan","Breugel","12-25-1986"
"Sadun","England","11-20-1986"
"Lidong","Ozeri","03-08-1986"
"Saddek","Binding","05-19-1986"
"Clyde","Millington","05-09-1986"
"Ohad","Bahr","12-16-1986"
"Patricio","Dulay","02-19-1986"
"Cordelia","Khasidashvili","09-24-1986"
"Reinhold","Glowinski","02-09-1986"
"Utpal","Henders","03-06-1986"
"Elrique","Hiyoshi","12-05-1986"
"Fuqing","Openshaw","08-15-1986"
"Cathie","Selenyi","11-23-1986"
"Gadiel","Auyong","06-02-1986"
"Joydip","Kleiser","02-13-1986"
"Sachar","Millington","06-05-1986"
"Jackson","Krychniak","01-13-1986"
"Zissis","Henders","03-28-1986"
"Subhash","Anick","09-02-1986"
"Tamiya","Uhrik","10-28-1986"
"Shaibal","Denti","08-25-1986"
"Lubomir","Peir","12-17-1986"
"Satyanarayana","Aumann","01-15-1986"
"Georg","Kavvadias","02-21-1986"
"Ger","Plesums","06-13-1986"
"Mark","Sethi","03-27-1986"
"Maya","Vendrig","05-04-1986"
"Gad","Impagliazzo","07-18-1986"
"Jordanka","Hasenauer","03-30-1986"
"Vojin","Kilgour","10-06-1986"
"Arup","Vecchi","02-22-1986"
"Rasiah","VanScheik","04-03-1986"
"Adil","Atrawala","09-07-1986"
"Gad","Butner","06-06-1986"
"Shahaf","Coorg","12-13-1986"
"Aloke","Katiyar","09-12-1986"
"Leah","Syrzycki","10-06-1986"
"Arto","Angiulli","05-05-1986"
"Zsolt","Streit","03-20-1986"
"Aleksandar","Piazza","03-18-1986"
"Joydip","Biros","06-20-1986"
"Ung","Poupard","10-18-1986"
"Sverrir","Srimani","07-01-1986"
"Nathalie","Parfitt","03-04-1986"
"Aral","Hebden","12-05-1986"
"Mitsuyuki","Setlzner","03-19-1986"
"Billur","Bakhtari","05-08-1986"
"Georgi","Lindqvist","07-04-1986"
"Jaideep","Berztiss","01-20-1986"
"Goh","Steinauer","12-15-1986"
"Xiaobin","Strehl","02-22-1986"
"Elrique","Raney","01-27-1986"
"Becky","Stanfel","05-03-1986"
"Kenroku","Birdsall","12-19-1986"
"Eben","Berendt","10-31-1986"
"Arun","Fujisaki","03-14-1986"
"Goo","Skafidas","04-25-1986"
"King","Malabarba","10-17-1986"
"Katsuo","Rosar","09-07-1986"
"Otilia","Pelc","04-05-1986"
"Bowen","Jiafu","12-07-1986"
"Sanjit","Katalagarianos","05-18-1986"
"Gay","Servieres","03-06-1986"
"Pranas","Yoshizawa","08-21-1986"
"Arunas","Simmen","11-20-1986"
"Chriss","Georgakopoulos","03-15-1986"
"Barna","Ratnakar","06-23-1986"
"Kristian","Quadeer","04-02-1986"
"Paraskevi","Demos","01-11-1986"
"Jongsuk","Hardjono","05-12-1986"
"Rutger","Bhattacharjee","09-05-1986"
"Yurii","Beilner","05-08-1986"
"Saeko","Radwan","08-23-1986"
"Ger","Luef","10-21-1986"
"Krisda","Eugenio","01-10-1986"
"Mansur","Otillio","08-19-1986"
"Atreye","Shumilov","09-19-1986"
"Weiwu","Wossner","01-20-1986"
"Margo","Barbanera","08-21-1986"
"Sudhanshu","Itzigehl","06-09-1986"
"Gift","Brender","07-30-1986"
"Tzu","Suwa","07-21-1986"
"Sajjan","Denti","06-21-1986"
"Pranas","Pileggi","11-02-1986"
"Dekang","Luke","08-16-1986"
"Zeljko","Suermann","11-10-1986"
"Janche","Bauknecht","05-17-1986"
"Vasilis","Thummel","09-29-1986"
"Toong","Kornyak","02-19-1986"
"Vesna","Veeraraghavan","01-16-1986"
"Kristian","Merel","09-12-1986"
"Avishai","Bednarek","11-18-1986"
"Carrsten","Kambil","03-31-1986"
"Maja","Kampfer","03-31-1986"
"Roded","Gecsel","11-22-1986"
"Charmane","Leppanen","08-14-1986"
"Youpyo","Marciano","08-09-1986"
"Kazuyasu","Sanella","10-08-1986"
"Uinam","Murillo","04-28-1986"
"Shen","Jonsson","06-02-1986"
"Marl","Schmittgen","09-09-1986"
"Emran","Anick","08-31-1986"
"Yishai","Stassinopoulos","06-07-1986"
"Augustine","Ranst","10-12-1986"
"Tommaso","Matzov","09-05-1986"
"Jiafu","Cronin","06-18-1986"
"Bedrich","Kushnir","06-23-1986"
"Zhenhua","Terlouw","11-04-1986"
"Basant","Sigstam","09-20-1986"
"Flemming","Hatcliff","04-09-1986"
"Mabry","Benantar","09-18-1986"
"Krassimir","Morton","11-20-1986"
"Nahum","Shimshoni","12-11-1986"
"Muzhong","Schrooten","01-01-1987"
"Ziya","Pocchiola","12-05-1986"
"Aron","Piazza","03-27-1986"
"Kazuhide","Nollmann","10-16-1986"
"Shmuel","Underwood","09-02-1986"
"Mara","Talmon","02-27-1986"
"Jixiang","Gecseg","01-21-1986"
"Hugh","Silva","07-24-1986"
"Sanjit","Miara","11-05-1986"
"Lene","Heiserman","03-26-1986"
"Luisa","Baig","07-21-1986"
"Shih","Engberts","06-01-1986"
"Shalesh","Wroclawski","08-16-1986"
"Adel","Zaumen","02-07-1986"
"Huai","Osgood","09-08-1986"
"Zorica","Einsfeld","01-06-1986"
"Shahab","Azevdeo","12-02-1986"
"Oldrich","Lieberherr","06-22-1986"
"Kellyn","Shackell","05-15-1986"
"Froduald","Nishimukai","04-10-1986"
"King","Meszaros","05-14-1986"
"Vivian","Sgarro","11-19-1986"
"Manohar","Mayerwieser","08-11-1986"
"Hugo","Milicic","02-16-1986"
"Ulises","Barreiro","01-24-1986"
"Shirish","Bernardeschi","05-28-1986"
"Aral","Rattan","07-20-1986"
"Mohammed","Auria","11-03-1986"
"Aimee","Merey","09-02-1986"
"Visit","Dayana","06-20-1986"
"Aruna","Kalsbeek","07-21-1986"
"Elgin","Erev","07-12-1986"
"Ghassan","Kusakabe","08-29-1986"
"Martins","Angiulli","07-05-1986"
"Feiyu","Lunn","12-16-1986"
"Adib","Simmen","04-16-1986"
"Karoline","Nishimukai","04-07-1986"
"Zhiwei","Cappello","07-11-1986"
"Bodh","Iwayama","07-15-1986"
"Larisa","Bresenham","12-27-1986"
"Hongzhu","Kusakabe","12-20-1986"
"Jessie","Greenaway","03-31-1986"
"Danae","Michaeli","06-03-1986"
"Reinhard","Gonthier","10-03-1986"
"Marko","Menhardt","01-17-1986"
"Ung","Honglei","09-02-1986"
"Lijia","Fioravanti","01-09-1986"
"Abdelwaheb","Paciorek","02-17-1986"
"Isamu","Lanphier","02-19-1986"
"Steve","DuBourdieux","08-07-1986"
"Otmar","Billingsley","01-18-1986"
"Nishit","Ratnaker","04-04-1986"
"Toshimi","Nicolson","05-01-1986"
"Remco","Carrere","01-06-1986"
"Rafols","Setlzner","11-23-1986"
"Panayotis","Stanger","07-22-1986"
"Martijn","Porenta","07-21-1986"
"Bingning","Molenkamp","04-01-1986"
"DAIDA","Luff","12-21-1986"
"Shiv","Kieras","06-15-1986"
"Xinyu","Vrecion","07-21-1986"
"Guenter","Nooteboom","03-22-1986"
"Rasiah","Sudbeck","01-29-1986"
"Bartek","Pesch","06-26-1986"
"Abdelghani","Shackel","10-11-1986"
"Domenico","Chaudhury","04-09-1986"
"Paddy","Fetvedt","12-20-1986"
"Jaewoo","Dymetman","05-21-1986"
"Toshimi","Warwick","02-12-1986"
"Bilhanan","Heering","04-27-1986"
"Nagui","Minakawa","03-24-1986"
"Mingdong","Pileggi","05-25-1986"
"Shahid","Suppi","05-01-1986"
"Adhemar","Pfau","04-18-1986"
"Shaunak","Dalphin","03-12-1986"
"Christ","Perng","07-15-1986"
"Koldo","Katzenelson","06-29-1986"
"Halsur","Marrakchi","11-18-1986"
"Masoud","Mungall","11-01-1986"
"Clyde","Trumbly","05-25-1986"
"Kazuyasu","Kolvik","08-25-1986"
"Marsal","Eppinger","12-19-1986"
"Xiong","Schwartzburd","01-10-1986"
"Kyoichi","Peng","03-28-1986"
"Caolyn","Peek","07-26-1986"
"Takanari","Masamoto","07-17-1986"
"Kwee","Azulay","05-06-1986"
"Hironoby","Melter","08-22-1986"
"Ramzi","Marletta","08-29-1986"
"Alselm","Eppinger","09-07-1986"
"Arie","Fandrianto","04-21-1986"
"Maris","Ghemri","02-24-1986"
"Badri","Bauknecht","07-17-1986"
"Mayuri","Muntz","01-01-1986"
"Masadi","Rosen","08-11-1986"
"Chandrasekaran","Bage","04-13-1986"
"Arne","Encarnacion","07-19-1986"
"Halsur","Irland","12-01-1986"
"Xinyu","Stenning","04-20-1986"
"Saniya","Itzfeldt","12-06-1986"
"Dulce","Sgarro","12-21-1986"
"Trygve","Koblitz","02-27-1986"
"Adit","Debuse","03-26-1986"
"Vishwani","Vuskovic","10-29-1986"
"Greger","Castellani","11-23-1986"
"Masaru","Perry","11-30-1986"
"Dzung","Unno","11-06-1986"
"Unal","Gyimothy","08-05-1986"
"Maha","Bashian","09-10-1986"
"Aleksandar","Streit","11-27-1986"
"Yifei","Ranon","02-08-1986"
"Juichirou","Talmon","07-03-1986"
"Noritoshi","Erva","02-19-1986"
"Zongyan","Moffat","03-07-1986"
"Martial","Syrotiuk","04-06-1986"
"Guozhong","Nastansky","05-26-1986"
"Aimee","Provine","02-19-1986"
"Apostol","Gubsky","08-11-1986"
"Macha","Eastman","06-21-1986"
"Vatsa","Strandh","11-16-1986"
"Kristinn","Heering","07-13-1986"
"Heping","Mitzlaff","12-14-1986"
"Gita","Gyorkos","09-14-1986"
"Syozo","Koblitz","06-27-1986"
"Divine","Sadowsky","02-27-1986"
"Junichi","Lortz","02-04-1986"
"Angel","Mitina","07-20-1986"
"Wonhee","Levergood","12-14-1986"
"Danel","Gecsei","08-14-1986"
"Mooi","Schnabel","03-25-1986"
"Jaques","Ernst","03-05-1986"
"Adin","Sadowski","04-16-1986"
"Aamod","Oxman","12-20-1986"
"Jaewoo","Anido","10-03-1986"
"Naftaly","Christ","05-13-1986"
"Kensei","Cummings","10-15-1986"
"Uri","Gustavson","03-22-1986"
"Georgy","Radwan","01-20-1986"
"Weidon","Serna","02-05-1986"
"Kristin","Luga","04-13-1986"
"Gaurav","Heping","02-23-1986"
"Zissis","Thambidurai","05-26-1986"
"Branimir","Perelgut","09-13-1986"
"Teruyuki","Beutelspacher","11-05-1986"
"Sadun","Vural","07-17-1986"
"Mitchel","Codenie","03-12-1986"
"Christfried","Kolinko","08-31-1986"
"Manibrata","Braunschweig","04-14-1986"
"Ennio","Marletta","01-13-1986"
"Shalesh","Vilarrasa","04-01-1986"
"Morrie","Speek","01-27-1986"
"Waiman","Pepe","08-20-1986"
"Yuguang","Gulik","06-02-1986"
"Fox","Stanger","10-28-1986"
"Zhiguo","Muntz","12-27-1986"
"Shem","Orsini","08-18-1986"
"Sanjeeva","Plumb","01-18-1986"
"Sivanarayana","Chenney","05-26-1986"
"Conrado","Emden","09-02-1986"
"Oscar","Merks","09-23-1986"
"Niclas","Gulla","05-07-1986"
"Vishwani","Zweizig","10-29-1986"
"Etsuo","Perly","01-01-1987"
"Paloma","Aloia","01-30-1986"
"Zhiguo","Sridhar","06-23-1986"
"Dayanand","Rahier","11-29-1986"
"Berhard","Quadeer","05-11-1986"
"Arto","Ranon","02-14-1986"
"Hongzue","Bisiani","09-29-1986"
"Xiahua","Rahimi","07-20-1986"
"Sreenivas","Cronin","05-31-1986"
"Xinan","Simmel","12-05-1986"
"Boaz","Falby","07-15-1986"
"Theirry","Honglei","09-01-1986"
"Ibibia","Cooke","09-14-1986"
"Toshiko","Wrigley","10-14-1986"
"Eckart","Pelc","11-11-1986"
"Dekang","Serra","04-21-1986"
"Junichi","Auria","02-17-1986"
"Mitsuyuki","Merlo","01-16-1986"
"Gro","Yemenis","01-14-1986"
"Lucian","Bael","03-16-1986"
"Xiaoheng","Rosaz","10-02-1986"
"Jagoda","Hofstetter","02-20-1986"
"Fen","Kalloufi","05-16-1986"
"Duangkaew","Delaune","09-02-1986"
"Ewing","Vecchio","06-13-1986"
"Moss","Conry","02-13-1986"
"Joydip","Guting","04-11-1986"
"Guttorm","Peyn","12-08-1986"
"Fumiko","Munke","09-01-1986"
"Aluzio","Gomatam","04-26-1986"
"Ingmar","Roisin","05-28-1986"
"Girolamo","Facello","06-30-1986"
"Mantis","Servi","10-19-1986"
"Shaw","Mateescu","01-18-1986"
"Aleksandar","Oberman","08-09-1986"
"Sven","Barvinok","03-06-1986"
"Shooichi","Ritcey","07-29-1986"
"Sadok","Schapiro","12-29-1986"
"Moheb","Streit","10-06-1986"
"Nigel","Stavenow","02-04-1986"
"Baocai","Polajnar","01-19-1986"
"Shimshon","Baaleh","03-12-1986"
"Guadalupe","Heijenga","12-16-1986"
"Wanqing","Tyugu","04-05-1986"
"Volkmar","Gerteisen","06-03-1986"
"Dzung","Desikan","06-28-1986"
"Anneke","Stiles","03-05-1986"
"Deborah","Panangaden","12-18-1986"
"Bodh","Straney","03-10-1986"
"Patricio","Seuren","10-21-1986"
"Pantung","Ferriere","11-26-1986"
"Ronnie","Gecsel","01-08-1986"
"Bodo","Kawashima","12-02-1986"
"Saeed","Montresor","09-16-1986"
"Otilia","Zumaque","02-28-1986"
"Masami","Kaiserswerth","01-23-1986"
"Debaprosad","Winter","01-28-1986"
"Theirry","Pelc","06-29-1986"
"Cordelia","Hebert","01-27-1986"
"Faiza","Kirkerud","03-17-1986"
"Genta","Kitai","08-11-1986"
"Claudi","Servieres","05-11-1986"
"Shigeo","Peron","12-30-1986"
"Eldridge","Farrow","12-03-1986"
"Feixiong","Hartvigsen","05-20-1986"
"Bowen","Ulupinar","12-06-1986"
"Zhigen","Godskesen","04-14-1986"
"Xianlong","Collette","05-04-1986"
"Jagoda","Schade","01-31-1986"
"Charmane","Schlegelmilch","06-12-1986"
"Conor","Hmelo","01-04-1986"
"Premal","Dymetman","02-28-1986"
"Zsolt","Kobuchi","07-25-1986"
"Ipke","Schnabel","03-21-1986"
"Yonghoan","Stenning","04-06-1986"
"Remzi","Jiafu","07-17-1986"
"Xiahua","McAlpine","02-12-1986"
"Yakkov","Fargier","11-07-1986"
"Ibibia","Krupka","08-07-1986"
"Susanne","Marciano","09-07-1986"
"Limsoon","Kalafatis","06-13-1986"
"Apostol","Eterovic","02-07-1986"
"Aris","Macedo","12-03-1986"
"Guenter","Diderrich","05-17-1986"
"Matk","Veldwijk","03-06-1986"
"Gro","Iisaka","12-10-1986"
"Tesuya","Lenart","01-05-1986"
"Temple","Genther","06-18-1986"
"Oscar","Birrer","09-28-1986"
"Monique","Stellhorn","10-08-1986"
"Jiang","Varley","04-16-1986"
"Saeko","Montresor","01-19-1986"
"Shounak","Pellegrinelli","08-02-1986"
"Kazuyasu","Ratnakar","04-14-1986"
"Junsik","Steinauer","04-14-1986"
"Qunsheng","Staylopatis","02-18-1986"
"Vugranam","Itschner","04-06-1986"
"Owen","Papadias","03-08-1986"
"Gor","Gadepally","01-07-1986"
"Lene","Cesareni","05-15-1986"
"Przemyslawa","Kakkar","01-17-1986"
"Tristan","Simmen","04-07-1986"
"Guadalupe","Alpay","07-19-1986"
"Masato","Cannard","11-04-1986"
"Aloys","Heyers","01-06-1986"
"Franziska","Streng","10-07-1986"
"Shaunak","Zlotek","01-24-1986"
"Mototsugu","Dichev","08-06-1986"
"Xiadong","Hanabata","03-16-1986"
"Jovan","Maginnis","05-06-1986"
"Mohan","Alpin","08-05-1986"
"Gita","Krychniak","01-01-1987"
"Constantine","Brodie","08-09-1986"
"Bedir","Puoti","07-12-1986"
"Masami","Kragelund","08-13-1986"
"Zdislav","Fiutem","02-14-1986"
"Barna","Wilfing","01-05-1986"
"Tetsurou","Meszaros","06-05-1986"
"Chaosheng","Vidal","09-03-1986"
"Rafael","Greenaway","07-25-1986"
"Beshir","Janocha","06-08-1986"
"Ibibia","Keustermans","05-31-1986"
"Hausi","Kawashima","03-23-1986"
"Mabo","Hennings","06-04-1986"
"Shridhar","Peltason","10-21-1986"
"Paris","Melton","02-17-1986"
"Weiyi","Couchot","02-16-1986"
"Heejo","Kabayashi","06-07-1986"
"Yannis","Porotnikoff","10-16-1986"
"Tzu","Ecklund","09-18-1986"
"Caolyn","Shiratori","04-05-1986"
"Alassane","Luit","01-19-1986"
"Arunachalam","Murtafg","01-13-1986"
"Shridhar","Ranum","12-07-1986"
"Kazuhiko","Farrow","01-17-1986"
"Heejo","Wynblatt","04-15-1986"
"Heeju","Landherr","10-29-1986"
"Sangeeta","Decleir","06-23-1986"
"Shim","Ozery","02-18-1986"
"Vatsa","Badache","02-25-1986"
"Pranay","Pulkowski","03-13-1986"
"Mara","Dusink","09-19-1986"
"Feixiong","Merel","03-23-1986"
"Claudi","Bauknecht","06-13-1986"
"Maya","Hutton","02-28-1986"
"Lansing","Reutenauer","11-22-1986"
"Christ","Picht","06-02-1986"
"Youjian","Deyuan","06-14-1986"
"Filipe","Zaumen","07-30-1986"
